text,emotion
fuss verandah went restaurant brunch buffet reviews yelpers wondering might missed something food good regular breakfast buffet subpar venue outside venue nice maybe people dont get much vegas way better places eat brunch buffet buffet caesars wicked spoon cosmopolitan way better around price five people party one birthday total tax tip son said mom gave went eat sunrise cafe wow know rich folks get taken advantage ill eating forementioned buffets come back one note say could ordered menu would probably cheaper review regular restaurant fyi,neutral
im feeling naughty oreo milkshake,happiness
like rice friend liked neither rice beans refried specific good time restaurant judged rice meet standards probably wont returning unless issue addressed,neutral
think see shigeru sicker feel agitated forgot water bird pitiful sight pecking little bowl cage reward upon waking little sleep morning,hate
keep cards also leaves past would feel heartless throw away,hate
already feel like anyone gives advice criticism get mad feel like cant possibly anymore already,hate
ive tell im feeling quite anxious inside,worry
still sort agree description come think great thing song concise guitar pop songs accurately hit home singular feeling romantic possibility way lets write starring scene,happiness
im alone without guy feel fearful lost,worry
feel like im trusting youu easily,fun
kind feel lame still dont regret coming,sadness
admit feeling bit strange,worry
think could feel idiotic tried,sadness
feel overwhelmed clean anything let pile makes whole life feel like going come crashing around helpless stop,surprise
feel personally acceptable say gross,fun
tried place last night love atmosphere really cozy local pub feel duck sandwich pretty good staff friendly across board one rude unprofessional like everyone bit frosty cool marine corp way accept cash debit bit annoying cash want use machines sign door see bad paying attention plan pay place another visit really make mind got potential,neutral
could return feeling frustrated challenged uninspired think mission statement achieves goal,hate
